lagoslakeid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
7866,NA,NA,12.94,0,0,2,1,102,72,19.835,547.397,6.743,18914,4,NA,NA,0,N,N,14,5195428
8407,NA,3.25,3.25,0,1,1,1,390,11,13.872,179.573,NA,NA,0,NA,NA,0,N,N,2,5202264
7663,NA,1.138,1.138,0,1,0,1,96,13,13.856,37.684,NA,NA,0,NA,NA,0,N,N,2,5202096
7622,3.909,NA,3.909,1,0,2,2,714,2,3.909,40.086,NA,NA,0,NA,NA,0,N,N,0,2682328
8184,0.215,NA,0.215,2,0,3,3,219,4,0.861,107.417,0.368,18809,1,NA,NA,0,N,N,2,2682466
8402,NA,1.196,1.196,0,1,0,1,87,181,29.192,124.722,NA,NA,0,NA,NA,0,N,N,18,2678886
7948,0.859,1.407,0.859,1,1,1,2,102,72,19.835,547.397,NA,NA,0,NA,NA,0,N,N,14,5197466
7621,NA,0.859,0.859,0,1,0,1,102,72,19.835,547.397,NA,NA,0,NA,NA,0,N,N,14,5197450
8516,1.545,0.264,0.264,1,1,1,2,102,72,19.835,547.397,NA,NA,0,NA,NA,0,N,N,14,5194620
8334,7.322,5.268,5.268,6,1,4,5,436,27,12.02,228.038,NA,NA,0,22.28,18761,1,N,N,3,2675564
6162,1.249,32.208,1.249,2,1,3,2,120,134,34.788,32.641,0,18991,1,NA,NA,0,N,N,72,5846926
6254,0.405,21.824,0.405,1,1,1,3,120,134,34.788,32.641,0,30667,1,NA,NA,0,Y,N,72,5846928
5860,NA,6.64,6.64,0,1,1,1,120,134,34.788,32.641,0,30621,1,NA,NA,0,N,N,72,166174226
8394,NA,NA,10.417,0,0,2,1,37,261,56.475,122.279,50.344,19105,9,NA,NA,0,N,N,81,9310897
7613,1.418,NA,1.418,1,0,1,2,213,9,11.709,20.033,0,18972,1,NA,NA,0,N,N,7,5843834
7825,2.533,NA,2.533,1,0,2,2,37,261,56.475,122.279,0,19071,1,NA,NA,0,N,N,81,6719937
49853,NA,0.493,0.493,0,1,1,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5847428
6285,NA,2.633,2.633,0,1,1,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5849710
5978,2.633,NA,2.633,2,0,2,2,120,134,34.788,32.641,18.654,30687,2,NA,NA,0,N,N,72,5849686
5936,0.47,35.358,0.47,1,1,1,2,120,134,34.788,32.641,34.212,30639,1,NA,NA,0,N,N,72,5847114
6253,NA,2.92,2.92,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315149
31011,NA,11.058,7.726,0,1,1,1,120,134,34.788,32.641,0.803,30622,1,NA,NA,0,N,N,72,5843396
6174,NA,0.306,0.306,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312361
5832,0.31,0.835,0.31,2,1,3,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312353
5995,6.839,7.193,6.839,2,1,3,4,120,134,34.788,32.641,0,30634,1,7.514,30655,1,N,N,72,5843826
7589,0.387,0.198,0.198,1,1,2,2,37,261,56.475,122.279,NA,NA,0,0.387,19095,1,N,N,81,9312155
8472,3.787,1.346,1.346,1,1,1,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312081
8075,NA,3.536,3.536,0,1,0,1,37,261,56.475,122.279,1.981,19056,1,NA,NA,0,N,N,81,6719585
8300,NA,1.222,1.222,0,1,2,1,37,261,56.475,122.279,0,19097,1,NA,NA,0,N,N,81,9312209
7713,NA,NA,4.655,0,0,0,1,37,261,56.475,122.279,21.776,19110,8,NA,NA,0,N,N,81,9312167
8441,NA,NA,8.989,0,0,2,1,37,261,56.475,122.279,6.282,19111,6,NA,NA,0,N,N,81,9312281
7984,NA,0.704,0.704,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719621
8193,NA,1.34,1.34,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719673
5743,0.935,7.461,0.935,4,1,3,2,37,261,56.475,122.279,0,30985,1,NA,NA,0,N,N,81,9315143
6107,0.901,33.276,0.901,2,1,3,3,120,134,34.788,32.641,0,30671,3,NA,NA,0,Y,N,72,5847224
6027,0.746,NA,0.746,2,0,3,2,37,261,56.475,122.279,0,19117,12,NA,NA,0,N,N,81,9315083
7521,NA,1.874,1.874,0,1,0,1,37,261,56.475,122.279,0,19053,1,NA,NA,0,N,N,81,6718893
8461,1.525,3.448,1.525,1,1,2,3,37,261,56.475,122.279,0,19050,3,NA,NA,0,N,N,81,6718859
8443,0.886,1.484,0.886,1,1,2,4,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719609
5746,NA,5.645,4.29,0,1,0,1,120,134,34.788,32.641,0,30654,1,NA,NA,0,N,N,72,5847038
5985,0.839,3.985,0.839,1,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315087
5624,NA,0.935,0.935,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315161
79921,0.494,32.736,0.494,1,1,2,2,120,134,34.788,32.641,31.59,30639,1,NA,NA,0,N,N,72,5847152
5943,NA,39.311,4.726,0,1,1,1,120,134,34.788,32.641,38.165,30639,1,NA,NA,0,N,N,72,5847062
5696,NA,6.53,6.53,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315129
5617,NA,8.725,7.594,0,1,1,1,120,134,34.788,32.641,0,30620,1,NA,NA,0,N,N,72,5843362
6020,NA,28.334,7.81,0,1,0,1,120,134,34.788,32.641,0,30673,1,NA,NA,0,Y,N,72,5846990
5753,0.381,13.356,0.381,2,1,3,2,120,134,34.788,32.641,0,30618,3,0.381,30619,1,Y,N,72,5842272
7941,NA,0.475,0.475,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312113
8517,NA,0.858,0.858,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310857
8424,NA,3.795,3.795,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312009
8436,NA,1.041,1.041,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310869
7979,NA,1.564,1.564,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312047
8341,NA,0.744,0.744,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312107
8010,1.639,12.978,1.639,2,1,3,2,209,17,13.192,41.949,4.976,19158,2,NA,NA,0,N,N,11,166174230
8405,NA,65.342,7.049,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718795
8254,NA,NA,6.482,0,0,2,1,37,261,56.475,122.279,6.336,19110,8,NA,NA,0,N,N,81,9312293
8408,NA,3.095,3.095,0,1,2,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719855
5637,0.056,7.514,0.056,1,1,2,3,120,134,34.788,32.641,0,30655,1,NA,NA,0,N,N,72,5847070
8376,NA,1.134,1.134,0,1,1,1,37,261,56.475,122.279,0,19106,1,NA,NA,0,Y,N,81,9312121
5818,2.036,2.976,2.036,6,1,4,3,120,134,34.788,32.641,1.829,30625; 30626; 31088,3,5.416,30624,4,N,N,72,5843596
5615,0.306,3.482,0.306,3,1,3,4,37,261,56.475,122.279,0,19102,1,NA,NA,0,N,N,81,9312365
7642,NA,0.533,0.533,0,1,2,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5842284
8247,1.204,0.147,0.147,3,1,4,2,209,17,13.192,41.949,0,18960,1,NA,NA,0,N,N,11,5842312
7504,1.664,0.253,0.253,1,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312057
7506,0.125,NA,0.125,19,0,4,6,37,261,56.475,122.279,0,19112,9,0,19115,5,Y,N,81,9313993
8037,NA,3.659,1.877,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719677
6081,NA,0.23,0.23,0,1,0,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,6739414
6281,0.065,22.152,0.065,2,1,3,3,120,134,34.788,32.641,0,30670,1,NA,NA,0,Y,N,72,5847134
50899,NA,NA,6.448,0,0,2,1,120,134,34.788,32.641,0,30684,4,NA,NA,0,N,N,72,5849636
5676,NA,1.636,1.636,0,1,0,1,120,134,34.788,32.641,0,30674,1,NA,NA,0,Y,N,72,5847262
6015,4.867,15.195,4.867,1,1,3,3,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315239
5612,NA,32.371,7.81,0,1,0,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5847064
5759,NA,0.746,0.746,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315097
8152,NA,5,5,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,166196072
7990,1.134,0.319,0.319,1,1,2,2,37,261,56.475,122.279,0,19107,1,NA,NA,0,Y,N,81,9312127
7988,0.091,20.21,0.091,1,1,1,4,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312385
8068,NA,0.739,0.739,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310861
8146,NA,13.796,13.796,0,1,1,1,120,134,34.788,32.641,13.796,18971,1,NA,NA,0,N,N,72,5843820
7531,NA,1.039,1.039,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719715
7903,0.856,0.107,0.107,1,1,1,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,166421056
8317,2.185,NA,2.185,4,0,5,12,37,261,56.475,122.279,0,19079,6,NA,NA,0,Y,N,81,6721835
8330,0.909,5.187,0.909,2,1,3,5,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719633
6096,1.714,NA,1.714,3,0,3,4,37,261,56.475,122.279,0,30987,12,NA,NA,0,Y,N,81,9315085
7975,6.134,0.315,0.315,1,1,1,2,37,261,56.475,122.279,0,19055,1,NA,NA,0,Y,N,81,6718845
8163,NA,NA,9.155,0,0,2,1,37,261,56.475,122.279,0,19143,5,NA,NA,0,Y,N,81,9312487
7675,NA,NA,11.358,0,0,2,1,37,261,56.475,122.279,0,19108,9,NA,NA,0,Y,N,81,9312237
7911,1.34,2.265,1.34,1,1,3,2,37,261,56.475,122.279,0,19063,1,NA,NA,0,N,N,81,6719681
7801,2.815,NA,2.815,1,0,2,2,547,5,42.16,37.444,7.148,19057,3,NA,NA,0,N,N,4,6719617
5659,5.645,0.065,0.065,2,1,2,2,120,134,34.788,32.641,NA,NA,0,5.645,30654,1,N,N,72,5847126
106749,NA,1.243,1.243,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315259
5991,1.243,4.867,1.243,1,1,1,2,37,261,56.475,122.279,0,30989,1,NA,NA,0,Y,N,81,9315253
5662,NA,0.839,0.839,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315099
5712,NA,6.691,6.612,0,1,0,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5847348
6031,3.211,1.714,1.714,3,1,3,3,37,261,56.475,122.279,NA,NA,0,4.404,30981,1,N,N,81,9315091
5840,NA,4.527,4.527,0,1,2,1,120,134,34.788,32.641,0,30656,1,NA,NA,0,N,N,72,5847092
6026,NA,2.203,2.203,0,1,2,1,120,134,34.788,32.641,0,30663,1,NA,NA,0,Y,N,72,5846578
98562,2.295,21.809,2.295,2,1,2,3,120,134,34.788,32.641,0,30665,3,0,30652,1,Y,N,72,5846848
5837,NA,10.903,10.903,0,1,2,1,37,261,56.475,122.279,0,30984,1,NA,NA,0,N,N,81,9315225
6150,0.514,0.405,0.405,1,1,1,2,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5846902
32092,NA,9.165,6.702,0,1,2,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5843928
5833,NA,NA,9.345,0,0,0,1,120,134,34.788,32.641,7.649,30630,4,NA,NA,0,N,N,72,5843774
7858,NA,1.204,1.204,0,1,0,1,209,17,13.192,41.949,NA,NA,0,NA,NA,0,N,N,11,5842398
8002,NA,0.65,0.65,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312125
8250,0.475,5.182,0.475,1,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312109
7638,NA,NA,14.897,0,0,1,1,213,9,11.709,20.033,6.467,18980,1,NA,NA,0,N,N,7,5843844
7776,NA,1.744,1.744,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310917
7905,2.729,1.525,1.525,2,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718847
7753,NA,5.975,5.975,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718837
8202,NA,NA,2.946,0,0,1,1,37,261,56.475,122.279,11.655,19110,8,NA,NA,0,N,N,81,9312231
7855,0.744,4.834,0.744,2,1,2,5,37,261,56.475,122.279,0,19094,1,NA,NA,0,N,N,81,9312099
8342,NA,NA,33.143,0,0,0,1,729,2,33.143,48.727,NA,NA,0,NA,NA,0,N,N,0,166174227
7507,1.278,0,0,1,1,4,8,37,261,56.475,122.279,0,19076,1,NA,NA,0,Y,N,81,6719733
6039,NA,11.321,11.321,0,1,2,1,37,261,56.475,122.279,5.849,30986,1,NA,NA,0,N,N,81,9315215
6029,NA,35.168,8.154,0,1,0,1,120,134,34.788,32.641,34.022,30639,1,NA,NA,0,N,N,72,5847168
123422,NA,0.47,0.47,0,1,0,1,120,134,34.788,32.641,NA,NA,0,NA,NA,0,N,N,72,5847106
5675,NA,3.211,3.211,0,1,2,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315109
6147,0.328,4.404,0.328,1,1,1,2,37,261,56.475,122.279,0.845,30981,1,NA,NA,0,N,N,81,9315105
5784,0.965,0.395,0.395,1,1,2,6,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315181
5721,5.595,23.119,3.241,2,1,3,3,120,134,34.788,32.641,NA,NA,0,3.913,30653,1,N,N,72,5846930
7955,NA,0.387,0.387,0,1,2,1,37,261,56.475,122.279,0,19095,1,NA,NA,0,N,N,81,9312139
6085,NA,NA,10.768,0,0,2,1,434,6,9.466,7.561,0,30680; 30679,2,0.648,30678,1,N,N,4,5848868
8403,0.858,3.403,0.858,2,1,2,3,37,261,56.475,122.279,0,19085,1,NA,NA,0,N,N,81,9310865
7554,1.307,NA,1.307,1,0,2,3,37,261,56.475,122.279,20.271,19105,9,NA,NA,0,N,N,81,9312049
7942,NA,4.723,4.723,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310889
7640,NA,1.639,1.639,0,1,1,1,209,17,13.192,41.949,NA,NA,0,NA,NA,0,N,N,11,166174229
7771,NA,NA,9.155,0,0,0,1,37,261,56.475,122.279,8.647,19144,4,NA,NA,0,N,N,81,9312489
8251,0.245,2.285,0.245,1,1,4,10,37,261,56.475,122.279,NA,NA,0,0.245,19065,1,N,N,81,6719839
7765,NA,2.815,2.815,0,1,0,1,547,5,42.16,37.444,NA,NA,0,NA,NA,0,N,N,4,6719675
8313,1.564,1.307,1.307,3,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,19334715
7519,1.039,13.472,1.039,1,1,2,2,37,261,56.475,122.279,0,19060,2,NA,NA,0,N,N,81,6719667
8042,0.107,18.973,0.107,1,1,2,3,37,261,56.475,122.279,3.749,19165,1,NA,NA,0,N,N,81,6718889
7899,NA,0.974,0.974,0,1,1,1,37,261,56.475,122.279,0.974,19062,1,NA,NA,0,N,N,81,6719723
5641,NA,39.247,20.774,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315113
5774,6.995,25.162,5.121,1,1,3,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315185
5937,NA,NA,30.293,0,0,0,1,37,261,56.475,122.279,63.321,19092,11,NA,NA,0,N,N,81,9311497
6137,NA,8.645,8.645,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315207
5866,NA,5.648,5.648,0,1,3,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315125
6257,NA,1.139,1.139,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315135
6016,2.967,0.965,0.965,1,1,2,5,37,261,56.475,122.279,NA,NA,0,2.967,30982,1,N,N,81,9315177
5804,NA,3.858,3.858,0,1,2,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315123
7738,NA,3.769,3.769,0,1,1,1,120,134,34.788,32.641,0,18983,1,NA,NA,0,Y,N,72,5843728
7907,0.671,1.337,0.671,1,1,2,3,37,261,56.475,122.279,0,19167; 19096,2,NA,NA,0,N,N,81,9312131
7672,0.65,0.671,0.65,1,1,2,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312129
7909,NA,17.406,6.399,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312405
8134,0.739,3.63,0.739,1,1,1,2,37,261,56.475,122.279,0,19091,1,NA,NA,0,Y,N,81,9310867
8066,NA,10.369,10.369,0,1,0,1,120,134,34.788,32.641,10.369,18971,1,NA,NA,0,N,N,72,5843794
8226,4.146,31.648,4.146,1,1,3,3,120,134,34.788,32.641,0.577,18965,3,NA,NA,0,N,N,72,5843702
7781,NA,NA,11.617,0,0,2,1,213,9,11.709,20.033,0,18987,1,NA,NA,0,Y,N,7,5843856
8179,2.023,2.025,2.023,1,1,1,2,37,261,56.475,122.279,0,19164,1,NA,NA,0,N,N,81,6718815
35142,0.876,11.087,0.876,2,1,3,2,37,261,56.475,122.279,NA,NA,0,3.536,19056,1,N,N,81,6719627
7637,NA,2.285,2.285,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718901
8417,NA,0.302,0.302,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719805
5785,NA,23.893,19.619,0,1,2,1,37,261,56.475,122.279,0,30988,1,NA,NA,0,Y,N,81,166196070
8213,2.025,4.256,2.025,1,1,2,3,37,261,56.475,122.279,0,19049,1,2.025,19164,1,N,N,81,6718827
5981,5.648,11.775,5.648,1,1,3,2,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315163
5709,0.942,40.14,0.942,1,1,1,2,120,134,34.788,32.641,38.994,30639,1,NA,NA,0,N,N,72,5847084
5955,NA,47.495,16.177,0,1,1,1,120,134,34.788,32.641,0,31073,4,NA,NA,0,Y,N,72,5846612
6106,0.595,0.431,0.431,1,1,2,3,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315145
6032,4.527,13.694,4.294,1,1,2,2,120,134,34.788,32.641,0,30657,2,4.527,30656,1,N,N,72,5847184
5600,NA,24.332,8.313,0,1,1,1,120,134,34.788,32.641,0,18990,3,NA,NA,0,N,N,72,5846768
5616,6.64,7.283,6.64,3,1,3,2,120,134,34.788,32.641,0.597,30649,1,6.64,30621,3,N,N,72,5843410
5747,NA,NA,17.405,0,0,1,1,120,134,34.788,32.641,15.068,30638,2,NA,NA,0,N,N,72,166174225
7839,NA,NA,8.666,0,0,0,1,37,261,56.475,122.279,12.159,19109,10,NA,NA,0,N,N,81,9312177
7872,NA,5.999,5.999,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9310859
8358,NA,0.111,0.111,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312089
7567,NA,NA,14.349,0,0,1,1,37,261,56.475,122.279,11.793,19088,10,NA,NA,0,N,N,81,9310879
8410,1.041,NA,1.041,1,0,1,2,37,261,56.475,122.279,16.759,19088,10,NA,NA,0,N,N,81,9310871
5869,0.113,NA,0.113,1,0,1,2,434,6,9.466,7.561,NA,NA,0,NA,NA,0,N,N,4,5848870
7552,3.826,3.779,3.779,2,1,2,4,37,261,56.475,122.279,0,19099,1,NA,NA,0,N,N,81,9312257
7488,NA,71.147,7.049,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718769
7660,NA,0.876,0.876,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719635
8425,NA,50.069,45.958,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718823
8039,NA,2.533,2.533,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6719917
5735,NA,NA,14.415,0,0,2,1,37,261,56.475,122.279,21.283,19109,10,NA,NA,0,N,N,81,166196075
5614,NA,0.381,0.381,0,1,3,1,120,134,34.788,32.641,0,30619,1,NA,NA,0,N,N,72,166174228
8190,NA,NA,5.24,0,0,1,1,37,261,56.475,122.279,34.011,19105,9,3.714,19089,1,N,N,81,166196071
7530,0.386,19.734,0.386,1,1,3,3,37,261,56.475,122.279,0,19101,1,NA,NA,0,N,N,81,9312339
8329,0.529,NA,0.529,1,0,5,3,37,261,56.475,122.279,37.308,19105,9,NA,NA,0,N,N,81,166196073
8182,NA,0.309,0.309,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312223
6005,NA,NA,0.947,0,0,0,1,37,261,56.475,122.279,44.727,19092,11,NA,NA,0,N,N,81,9311527
5705,NA,28.141,23.206,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315137
6329,7.584,7.271,6.612,1,1,2,2,120,134,34.788,32.641,0,30660,1,NA,NA,0,N,N,72,5847370
6097,NA,48.285,11.456,0,1,0,1,120,134,34.788,32.641,0,30672,4,NA,NA,0,Y,N,72,5846556
6038,NA,0.328,0.328,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315103
5953,NA,3.183,3.183,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315101
6252,NA,0.329,0.329,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9315133
5800,NA,NA,7.976,0,0,2,1,37,261,56.475,122.279,12.765,19109,10,NA,NA,0,N,N,81,9315193
24794,NA,22.093,8.698,0,1,1,1,37,261,56.475,122.279,0,31092,1,NA,NA,0,Y,N,81,9311465
5863,2.976,16.94,2.976,1,1,4,4,120,134,34.788,32.641,0,30642,2,2.976,30626; 31088; 30625,3,N,N,72,5843690
7864,0.198,NA,0.198,1,0,2,3,37,261,56.475,122.279,44.216,19110,8,NA,NA,0,N,N,81,9312169
7685,1.88,3.489,1.88,1,1,2,2,37,261,56.475,122.279,0,19054,1,NA,NA,0,N,N,81,6718773
7532,10.369,NA,10.369,4,0,3,4,120,134,34.788,32.641,0,18984,1,1.733,18971,6,Y,N,72,5843818
7954,NA,89.882,16.879,0,1,1,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718745
7586,NA,6.756,6.756,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,6718821
8412,NA,1.664,1.664,0,1,0,1,37,261,56.475,122.279,NA,NA,0,NA,NA,0,N,N,81,9312041
8175,1.914,NA,1.914,1,0,1,2,213,9,11.709,20.033,0,18975,1,NA,NA,0,N,N,7,5843852
7599,NA,NA,33.143,0,0,1,1,729,2,33.143,48.727,NA,NA,0,NA,NA,0,N,N,0,5843636
7994,NA,NA,6.161,0,0,1,1,547,5,42.16,37.444,3.097,19057,3,NA,NA,0,N,N,4,6719625
7518,NA,NA,6.247,0,0,0,1,790,2,6.247,4.739,NA,NA,0,NA,NA,0,N,N,0,6719327
21,NA,14.556,13.458,0,1,1,1,57,749,101.863,61.588,0,18071,2,NA,NA,0,Y,N,436,6771919
5610,0.597,0.28,0.28,7,1,4,3,57,749,101.863,61.588,0,30918,1,NA,NA,0,Y,N,436,6762488
5593,NA,0.207,0.207,0,1,2,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6729317
5805,NA,2.09,2.09,0,1,0,1,57,749,101.863,61.588,0,30756,1,NA,NA,0,N,N,436,6739336
6109,NA,3.689,3.689,0,1,2,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6762432
5602,NA,5.057,5.057,0,1,0,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6764560
5606,NA,6.257,4.602,0,1,2,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6762476
5717,3.459,7.29,3.459,2,1,2,3,57,749,101.863,61.588,0,31081,1,3.308,30934,3,N,N,436,6764546
5855,NA,11.771,6.103,0,1,2,1,57,749,101.863,61.588,0,30919,2,NA,NA,0,Y,N,436,6762618
6324,2.132,2.777,2.132,1,1,2,2,57,749,101.863,61.588,0,30708,1,NA,NA,0,N,N,436,6729447
6313,1.155,79.385,1.155,1,1,3,3,57,749,101.863,61.588,0,30713,2,NA,NA,0,Y,N,436,6729089
90416,NA,90.589,7.594,0,1,0,1,57,749,101.863,61.588,34.259,30901,11,NA,NA,0,N,N,436,6760680
5844,NA,78.869,3.731,0,1,0,1,57,749,101.863,61.588,2.622,30905,10,NA,NA,0,N,N,436,6760550
5630,NA,3.109,3.109,0,1,0,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6729017
5856,NA,2.276,2.276,0,1,3,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6760496
6077,NA,17.8,5.485,0,1,1,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6729489
5865,NA,23.711,11.396,0,1,2,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6729453
6139,NA,4.105,4.105,0,1,1,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6729405
6263,NA,NA,14.405,0,0,2,1,57,749,101.863,61.588,18.772,30831,4,NA,NA,0,N,N,436,6742974
5741,NA,7.886,7.886,0,1,2,1,57,749,101.863,61.588,0,30770,1,NA,NA,0,N,N,436,6738942
5870,NA,2.061,2.061,0,1,0,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6739464
6007,9.889,NA,6.615,1,0,4,2,57,749,101.863,61.588,28.753,30694,5,NA,NA,0,N,N,436,6074615
6266,NA,NA,12.257,0,0,0,1,57,749,101.863,61.588,16.624,30831,4,NA,NA,0,N,N,436,6742980
12198,NA,10.557,5.644,0,1,0,1,57,749,101.863,61.588,10.557,30766,1,NA,NA,0,N,N,436,6739564
5795,NA,4.736,4.736,0,1,0,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6739362
5878,NA,2.391,2.391,0,1,0,1,57,749,101.863,61.588,NA,NA,0,NA,NA,0,N,N,436,6074569
5982,NA,84.604,15.815,0,1,0,1,57,749,101.863,61.588,0,30697,3,NA,NA,0,Y,N,436,6728553
